sbs_id;facexp;departamento;provincia;sexo;p3;p6;leerescribir;niveleducativo;distanciaOficina;distanciaCajero;distanciaAgente;usocajero;vecescajero;ServFInternet;CategoriaIngreso;PagoAlimentacion;PagoSalud;PagoEducacion;PagoServiciosHogar;PagoDeudas;PagoVivienda;PagoEntretenimiento;CuentaAhorro;CuentaPlazo;CuentaCTS;PropensionAhorro;Entidad Credito;PropensionCredito;MotivoNoPropensionCredito;TarjetaCredito;EducacionFinanciera
2680;5371;Ancash;Huaraz;Mujer;55;Castellano;Sí;Sup. no universitaria completa;6;6;6;Sí;3;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;;En efectivo;En efectivo;;;Sí;No;No;Banco de la nación;Banca Multiple;Que no le pidan muchos documentos;;Sí;Nivel Alto
2681;5389;Ancash;Huaraz;Hombre;57;Castellano;Sí;Secund. completa;5;5;5;No;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;En efectivo;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
2682;1343;Ancash;Huaraz;Mujer;19;Castellano;Sí;Sup. universitaria incompleta;10;10;10;Sí;3;;;En efectivo;;;;;;;Sí;No;No;Banco privado;No solicito;Trámite rápido y préstamo a tiempo;No creo que me den;No;Nivel Alto
2683;6714;Ancash;Huaraz;Mujer;39;Castellano;Sí;Secund. completa;5;5;5;Sí;2;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Pagos en fechas convenientes;No necesito;No;Bajo nivel
2684;6714;Ancash;Huaraz;Mujer;26;Castellano;Sí;Secund. completa;5;5;5;No;;;;;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;No creo que me den;No;Nivel Alto
2685;7185;Ancash;Huaraz;Hombre;26;Castellano;Sí;Sup. universitaria completa;8;8;8;Sí;3;;De  S/ 750 hasta menos de S/ 1,022;;;;En efectivo;;;;Sí;Sí;No;Financieras;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;Sí;Bajo nivel
2686;2686;Ancash;Huaraz;Mujer;25;Castellano;Sí;Sup. universitaria completa;5;5;5;Sí;4;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;Sí;Bajo nivel
2687;778;Ancash;Huaylas;Hombre;46;Castellano;Sí;Primaria completa;5;;5;;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
2688;582;Ancash;Huaylas;Mujer;30;Castellano;Sí;Secund. completa;5;;5;;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
2689;291;Ancash;Huaylas;Mujer;69;Castellano;Sí;Primaria completa;6;;6;;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Bajo nivel
2690;291;Ancash;Huaylas;Mujer;55;Castellano;Sí;Sup. no universitaria completa;5;5;5;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Nivel Alto
2691;291;Ancash;Huaylas;Mujer;65;Castellano;Sí;Primaria completa;6;;6;;;;;En efectivo;En efectivo;;;;;;No;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
2692;582;Ancash;Huaylas;Mujer;51;Castellano;Sí;Secund. completa;5;;5;;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco privado;No solicito;Pagos en fechas convenientes;No necesito;No;Bajo nivel
2693;291;Ancash;Huaylas;Mujer;46;Castellano;Sí;Secund. incompleta;5;;5;;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Muchos requisitos documentarios;No;Bajo nivel
2694;1945;Ancash;Huaylas;Hombre;25;Castellano;Sí;Sup. universitaria incompleta;6;1;6;Sí;3;Sí;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;;En efectivo;;En efectivo;Sí;No;Sí;Cajas municipales;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
2695;1556;Ancash;Huaylas;Hombre;58;Castellano;Sí;Primaria completa;8;;8;;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que le den la cantidad que necesita;Tengo pocos ingresos;No;Bajo nivel
2696;778;Ancash;Huaylas;Hombre;68;Quechua;Sí;Sup. no universitaria completa;6;;6;;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
2697;872;Ancash;Huaylas;Mujer;57;Castellano;Sí;Secund. completa;6;;6;;;;;En efectivo;;En efectivo;En efectivo;En efectivo;;;No;No;No;Banco de la nación;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Bajo nivel
2698;582;Ancash;Huaylas;Mujer;58;Castellano;Sí;Sup. no universitaria completa;6;;6;;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
2699;2732;Ancash;Sihuas;Hombre;40;Castellano;Sí;Secund. completa;;;2;;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Bajo nivel
2700;1362;Ancash;Sihuas;Mujer;41;Castellano;Sí;Sup. universitaria incompleta;1;;1;;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no le pidan muchos documentos;No necesito;No;Nivel Alto
2701;1821;Ancash;Sihuas;Hombre;69;Castellano;Sí;Primaria incompleta;1;;1;;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que no le pidan muchos documentos;No necesito;No;Nivel Alto
2702;681;Ancash;Sihuas;Mujer;58;Castellano;Sí;Primaria incompleta;;;;;;;;En efectivo;En efectivo;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;No necesito;No;Bajo nivel
2703;1362;Ancash;Sihuas;Mujer;62;Quechua;Sí;Primaria incompleta;1;;1;;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;Tengo pocos ingresos;No;Bajo nivel
2704;1362;Ancash;Sihuas;Mujer;58;Castellano;Sí;Primaria completa;;;1;;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que le den la cantidad que necesita;Tengo pocos ingresos;No;Nivel Alto
2705;1821;Ancash;Sihuas;Hombre;68;Castellano;Sí;Sup. universitaria completa;1;1;1;Sí;3;;;En efectivo;En efectivo;;En efectivo;;;En efectivo;Sí;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
2706;1362;Ancash;Sihuas;Mujer;33;Castellano;Sí;Primaria incompleta;1;;;;;;;En efectivo;En efectivo;En efectivo;;;;;No;No;No;Ninguno;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Las oficinas quedan lejos;No;Bajo nivel
2707;681;Ancash;Sihuas;Mujer;57;Castellano;Sí;Primaria completa;1;;1;;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que no le pidan muchos documentos;No necesito;No;Bajo nivel
2708;2732;Ancash;Sihuas;Hombre;25;Castellano;Sí;Sup. no universitaria completa;;;1;;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
2709;681;Ancash;Sihuas;Mujer;58;Castellano;Sí;Secund. incompleta;;;1;;;;;En efectivo;En efectivo;;;;;;No;No;No;Banco de la nación;No solicito;Que no le pidan muchos documentos;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
2710;1362;Ancash;Sihuas;Mujer;38;Castellano;Sí;Primaria completa;;;;;;;;En efectivo;En efectivo;En efectivo;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
2711;1362;Ancash;Sihuas;Mujer;33;Quechua;No;No fue a la escuela;1;;;;;;;En efectivo;En efectivo;En efectivo;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que le ofrezcan regalos, promociones, etc.;No necesito;No;Bajo nivel
2712;2723;Ancash;Sihuas;Mujer;45;Castellano;Sí;Secund. incompleta;2;;2;;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;Tengo pocos ingresos;No;Bajo nivel
2713;1362;Ancash;Sihuas;Mujer;60;Castellano;Sí;Secund. incompleta;1;;1;;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;Tengo pocos ingresos;No;Bajo nivel
2714;444;Ancash;Huaraz;Mujer;63;Castellano;Sí;Sup. universitaria completa;20;20;20;Sí;5;No;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;;En efectivo;En efectivo;;;Sí;No;No;Banco privado;Banca Multiple;Trámite rápido y préstamo a tiempo;;Sí;Nivel Alto
2715;888;Ancash;Huaraz;Mujer;25;Castellano;Sí;Sup. universitaria incompleta;45;40;40;Sí;1;No;;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;Sí;Nivel Alto
2716;888;Ancash;Huaraz;Mujer;32;Castellano;Sí;Sup. universitaria completa;30;30;30;Sí;1;Sí;;En efectivo;Con tarjeta de débito o crédito;Con tarjeta de débito o crédito;En efectivo;Con tarjeta de débito o crédito;;Con tarjeta de débito o crédito;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;Sí;Nivel Alto
2717;1331;Ancash;Huaraz;Mujer;25;Castellano;Sí;Sup. universitaria completa;40;45;45;Sí;6;Sí;De  S/ 2,100 a más;En efectivo;Con tarjeta de débito o crédito;;Con tarjeta de débito o crédito;;;Con tarjeta de débito o crédito;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
2718;888;Ancash;Huaraz;Mujer;38;Castellano;Sí;Sup. universitaria completa;40;40;6;No;;Sí;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
2719;1331;Ancash;Huaraz;Mujer;60;Castellano;Sí;Sup. universitaria completa;40;;6;;;;Menos de S/ 400;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que le den la cantidad que necesita;Tengo pocos ingresos;No;Nivel Alto
2720;1187;Ancash;Huaraz;Hombre;58;Castellano;Sí;Secund. completa;;;6;;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;Tengo pocos ingresos;No;Bajo nivel
2721;2375;Ancash;Huaraz;Hombre;51;Castellano;Sí;Primaria completa;30;;30;;;;Menos de S/ 400;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
2722;888;Ancash;Huaraz;Mujer;35;Castellano;Sí;Secund. completa;;;30;;;;;En efectivo;En efectivo;En efectivo;;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
2723;1781;Ancash;Huaraz;Hombre;68;Castellano;Sí;Secund. completa;40;;40;;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco de la nación;Banca Multiple;Cuotas que pueda pagar;;No;Bajo nivel
2724;444;Ancash;Huaraz;Mujer;64;Castellano;Sí;Primaria incompleta;;;30;;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;Tengo pocos ingresos;No;Bajo nivel
2725;1187;Ancash;Huaraz;Hombre;64;Castellano;Sí;Primaria incompleta;30;;30;;;;Menos de S/ 400;En efectivo;En efectivo;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;No creo que me den;No;Bajo nivel
2726;1653;Ancash;Huarmey;Mujer;40;Castellano;Sí;Sup. universitaria completa;5;5;2;Sí;0;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Ya tengo un crédito de otra fuente;No;Nivel Alto
2727;2204;Ancash;Huarmey;Mujer;43;Castellano;Sí;Sup. no universitaria completa;5;;5;;;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;No;Financieras;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;Sí;Nivel Alto
2728;1653;Ancash;Huarmey;Mujer;42;Castellano;Sí;Secund. completa;10;10;5;No;;;Menos de S/ 400;En efectivo;;En efectivo;En efectivo;En efectivo;;;No;No;No;Banco de la nación;No solicito;Pagos en fechas convenientes;No necesito;No;Bajo nivel
2729;2948;Ancash;Huarmey;Hombre;24;Castellano;Sí;Sup. universitaria completa;10;10;10;Sí;15;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;En efectivo;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
2730;737;Ancash;Huarmey;Hombre;50;Castellano;Sí;Secund. completa;5;;5;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
2731;1474;Ancash;Huarmey;Hombre;63;Castellano;Sí;Secund. completa;10;10;5;Sí;5;;Menos de S/ 400;En efectivo;;;En efectivo;;;;No;Sí;No;Banco de la nación;Banca Multiple;Pagos en fechas convenientes;;Sí;Nivel Alto
2732;1653;Ancash;Huarmey;Mujer;18;Castellano;Sí;Secund. completa;5;5;5;Sí;5;;De  S/ 400 hasta menos de S/ 750;;;;;;;;No;No;No;Financieras;No solicito;Trámite rápido y préstamo a tiempo;Porque soy mujer;No;Nivel Alto
2733;3306;Ancash;Huarmey;Mujer;53;Castellano;Sí;Sup. universitaria completa;5;5;5;Sí;1;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;En efectivo;Sí;No;No;Financieras;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
2734;1474;Ancash;Huarmey;Hombre;22;Castellano;Sí;Secund. completa;5;5;5;Sí;10;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;En efectivo;Sí;No;No;Banco de la nación;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
2735;2211;Ancash;Huarmey;Hombre;26;Castellano;Sí;Secund. incompleta;6;6;6;No;;;Menos de S/ 400;En efectivo;;;En efectivo;En efectivo;;En efectivo;Sí;No;No;Financieras;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Bajo nivel
2736;737;Ancash;Huarmey;Hombre;60;Castellano;Sí;Secund. completa;10;;5;;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;No;No;No;Ninguno;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
2737;2211;Ancash;Huarmey;Hombre;48;Castellano;Sí;Secund. completa;5;5;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Financieras;No solicito;Que le den la cantidad que necesita;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
2738;1741;Puno;Sandia;Mujer;65;Quechua;Sí;Primaria incompleta;;;;;;;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;No creo que me den;No;Bajo nivel
2739;2329;Puno;Sandia;Hombre;45;Quechua;Sí;Secund. incompleta;1;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Plazo conveniente;No creo que me den;No;Bajo nivel
2740;3493;Puno;Sandia;Hombre;20;Quechua;Sí;Secund. completa;1;1;5;No;;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;;;;;No;No;No;Banco de la nación;No solicito;Cuotas que pueda pagar;Muchos requisitos documentarios;No;Nivel Alto
2741;2329;Puno;Sandia;Hombre;48;Quechua;Sí;Primaria incompleta;1;1;;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
2742;870;Puno;Sandia;Mujer;60;Quechua;Sí;Primaria completa;1;1;;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Pagos en fechas convenientes;No necesito;No;Bajo nivel
2743;1741;Puno;Sandia;Mujer;53;Quechua;Sí;Primaria completa;;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Que le den la cantidad que necesita;No creo que me den;No;Bajo nivel
2744;4657;Puno;Sandia;Hombre;57;Quechua;Sí;Primaria incompleta;1;1;5;No;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No creo que me den;No;Nivel Alto
2745;1741;Puno;Sandia;Mujer;18;Quechua;Sí;Secund. incompleta;1;1;5;No;;No;;;;;;;;;No;No;No;Banco de la nación;No solicito;Que no le pidan muchos documentos;No creo que me den;No;Nivel Alto
2746;2329;Puno;Sandia;Hombre;46;Quechua;Sí;No fue a la escuela;1;1;;Sí;3;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Plazo conveniente;Tengo pocos ingresos;No;Nivel Alto
2747;2329;Puno;Sandia;Hombre;68;Quechua;Sí;No fue a la escuela;1;1;6;Sí;4;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;;En efectivo;;;;Sí;No;No;Casa, familiares o amigos;No solicito;Pagos en fechas convenientes;No creo que me den;No;Bajo nivel
2748;1741;Puno;Sandia;Mujer;70;Quechua;No;No fue a la escuela;60;;;;;;Menos de S/ 400;Con tarjeta de débito o crédito;;En efectivo;;;;;Sí;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
2749;1164;Puno;Sandia;Hombre;29;Quechua;Sí;Secund. incompleta;60;420;420;No;;;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;Las oficinas quedan lejos;No;Bajo nivel
2750;3493;Puno;Sandia;Hombre;18;Castellano;Sí;Secund. completa;60;420;;No;;;;;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Bajo nivel
2751;1741;Puno;Sandia;Mujer;38;Quechua;Sí;Primaria completa;60;;;;;;Menos de S/ 400;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
2752;1741;Puno;Sandia;Mujer;57;Quechua;Más o menos;Primaria incompleta;60;;;;;;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
2753;1741;Puno;Sandia;Mujer;68;Quechua;Más o menos;Primaria incompleta;60;;;;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;Sí;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No creo que me den;No;Bajo nivel
2754;1741;Puno;Sandia;Mujer;45;Quechua;Sí;Primaria completa;60;;;;;;Menos de S/ 400;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Bajo nivel
2755;1741;Puno;Sandia;Mujer;42;Quechua;Sí;Secund. completa;60;60;;No;;;Menos de S/ 400;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Casa, familiares o amigos;No solicito;Plazo conveniente;Tengo pocos ingresos;No;Bajo nivel
2756;3481;Puno;Sandia;Mujer;24;Quechua;Sí;Secund. completa;60;60;;No;;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Falta de garantías;No;Bajo nivel
2757;3493;Puno;Sandia;Hombre;19;Quechua;Sí;Secund. incompleta;60;420;420;No;;;;;;;;;;;No;No;No;Ninguno;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
2758;1449;Cusco;La Convencion;Mujer;60;Quechua;Sí;Primaria completa;10;15;5;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco privado;No solicito;Trámite rápido y préstamo a tiempo;Muchos requisitos documentarios;No;Bajo nivel
2759;966;Cusco;La Convencion;Mujer;19;Castellano;Sí;Secund. incompleta;10;10;10;No;;No;;En efectivo;En efectivo;En efectivo;En efectivo;;;En efectivo;No;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;Trámite muy largo;No;Nivel Alto
2760;646;Cusco;La Convencion;Hombre;29;Castellano;Sí;Sup. universitaria completa;3;5;3;Sí;10;Sí;De  S/ 2,100 a más;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Sí;Sí;Sí;Financieras;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;Sí;Nivel Alto
